Index,Load_AESO_2030.dat,Load_AVA_2030.dat,Load_AZPS_2030.dat,Load_BANC_2030.dat,Load_BCHA_2030.dat,Load_BPAT_2030.dat,Load_CFE_2030.dat,Load_CHPD_2030.dat,Load_CIPB_2030_CEC.dat,Load_CIPV_2030_CEC.dat,Load_CISC_2030_CEC.dat,Load_CISD_2030_CEC.dat,Load_DOPD_2030.dat,Load_EPE_2030.dat,Load_GCPD_2030.dat,Load_IID_2030.dat,Load_IPFE_2030.dat,Load_IPMV_2030.dat,Load_IPTV_2030.dat,Load_LDWP_2030.dat,Load_NEVP_2030.dat,Load_NWMT_2030.dat,Load_PACW_2030.dat,Load_PAID_2030.dat,Load_PAUT_2030.dat,Load_PAWY_2030.dat,Load_PGE_2030.dat,Load_PNM_2030.dat,Load_PSCO_2030.dat,Load_PSEI_2030.dat,Load_SCL_2030.dat,Load_SPPC_2030.dat,Load_SRP_2030.dat,Load_TEPC_2030.dat,Load_TH_Malin_2030.dat,Load_TH_Mead_2030.dat,Load_TH_PV_2030.dat,Load_TIDC_2030.dat,Load_TPWR_2030.dat,Load_VEA_2030.dat,Load_WACM_2030.dat,Load_WALC_2030.dat,Load_WAUW_2030.dat
Year,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
1,10961.0,2101.24,4081.24,2499.1,8020.0,8812.29,1775.0,384.14,6441.103808434449,8399.014477260727,14498.916095206041,3217.4171551187064,297.51,917.56,672.29,840.65,295.3589797233296,625.2382818281038,1295.3627384485667,5658.06,3185.005440794647,1440.96,3097.45,897.3962063558363,5160.233535725391,1403.1802579187727,3213.22,2463.7,6981.42,5575.3,1889.21,1486.4245592053535,3050.06,1953.98,0.0,0.0,0.0,306.49,945.06,98.9484639800786,4723.82,1098.17,143.54
2,10826.0,2233.74,4604.27,2725.58,7440.0,9228.54,1707.0,378.16,7050.317661114458,9193.411853950554,15870.255666302251,3521.72758995162,296.3,974.9,679.17,973.24,305.00497033804163,645.6576461017819,1337.6673835601764,6362.39,3493.6450357235913,1467.92,3179.96,927.419631033382,5332.875097814818,1450.1252711518002,3438.55,2576.54,7158.33,5745.53,1958.44,1630.4649642764084,3357.47,2137.95,0.0,0.0,0.0,368.04,966.67,108.30722868111272,4697.71,1183.1,137.91
3,10744.0,2253.27,4563.03,2751.73,7173.0,9333.45,1665.0,365.85,7164.413844226254,9342.190001649602,16127.08602254569,3578.720153306484,293.55,1027.62,685.14,935.02,305.4101632559458,646.5153891913492,1339.444447552705,6166.56,3537.001030778667,1472.71,3196.67,928.214690674897,5337.44687268526,1451.3684366398427,3479.25,2584.29,7215.75,5772.51,1949.76,1650.698969221333,3457.61,2121.09,0.0,0.0,0.0,371.44,961.06,110.05997827196988,4652.28,1189.31,133.54
4,10738.0,2219.85,4505.6,2769.55,7027.0,9367.93,1639.0,351.99,7289.2677519934505,9504.99591350373,16408.132002662438,3641.0863434318103,288.38,1019.38,684.7,871.24,308.1798701092513,652.3785146522728,1351.5916152384762,5927.56,3526.4466857015705,1458.2,3228.61,931.2060875409303,5354.648089179647,1456.0458232794222,3469.36,2555.42,7006.4,5713.56,1930.93,1645.7733142984296,3531.67,2092.96,0.0,0.0,0.0,370.19,953.15,111.97798840857055,4576.55,1181.44,128.6
5,10778.0,2172.7,4487.37,2803.31,7019.0,9185.12,1628.0,339.6,7407.902535111127,9659.69226533201,16675.178741475087,3700.3459979489103,284.92,1001.8,674.68,819.67,307.4134690309786,650.7561387427294,1348.2303922262922,5803.23,3456.3980155968607,1424.76,3258.49,931.3516279594224,5355.484979889668,1456.2733921509096,3400.51,2479.96,6657.15,5647.31,1909.89,1613.0819844031387,3404.15,2067.41,0.0,0.0,0.0,371.5,949.18,113.80046013286295,4457.75,1172.63,124.29
6,10930.0,2082.84,4255.29,2669.2,7137.0,8970.9,1660.0,330.21,7062.45412605848,9209.237455865885,15897.574832729186,3527.7899158626324,274.78,973.29,660.89,755.73,293.0557778741901,620.3626895295109,1285.2615325962988,5449.0,3349.034144841668,1351.41,3129.66,898.9177652764362,5168.982847693787,1405.5593870297769,3224.56,2382.46,6300.01,5426.55,1858.66,1562.9758551583323,3289.33,1994.88,0.0,0.0,0.0,359.76,911.79,108.493669483819,4444.03,1163.59,122.97
7,11282.0,1977.85,4208.25,2553.74,7562.0,8527.56,1697.0,324.36,6736.138450624717,8783.73118184242,15163.038681880444,3364.7908890886915,262.87,938.44,651.63,726.78,275.43521743112063,583.0621512266196,1207.9826313422598,5358.79,3226.0773883039683,1279.53,3005.92,862.7623980082038,4961.081212549118,1349.026389442678,3023.76,2268.86,5969.67,5090.46,1792.82,1505.592611696032,3195.55,1944.11,0.0,0.0,0.0,351.02,873.89,103.48079656372852,4285.38,1163.8,115.74
8,11785.0,1882.91,3895.63,2410.79,8548.0,8035.47,1772.0,318.02,6334.9822275928755,8260.634982014739,14260.036558053142,3164.4080118285624,256.69,900.34,645.74,663.66,261.4627261206292,553.4841222531543,1146.7031516262166,4930.82,3069.1940031463505,1209.6,2882.48,826.2882851953398,4751.346717584984,1291.9949972196769,2812.63,2148.51,5609.22,4769.33,1683.83,1432.3759968536492,3117.11,1871.39,0.0,0.0,0.0,333.32,825.84,97.31822051068113,4142.68,1149.77,109.95
9,11994.0,1813.84,3650.33,2238.75,9676.0,7635.44,1815.0,312.17,5892.039719848036,7683.050666377492,13262.97356298343,2943.1523287136006,250.25,859.09,639.75,585.65,254.54379047312742,538.8375946941294,1116.3586148327433,4444.37,2916.9537116563706,1157.93,2759.48,792.5854544007069,4557.547728371982,1239.2968172273115,2576.18,2055.85,5286.43,4421.1,1563.66,1361.3262883436291,3081.3,1794.59,0.0,0.0,0.0,312.98,773.34,90.51372207743997,4048.03,1136.85,106.65
