Index,Load_AESO_2030.dat,Load_AVA_2030.dat,Load_AZPS_2030.dat,Load_BANC_2030.dat,Load_BCHA_2030.dat,Load_BPAT_2030.dat,Load_CFE_2030.dat,Load_CHPD_2030.dat,Load_CIPB_2030_CEC.dat,Load_CIPV_2030_CEC.dat,Load_CISC_2030_CEC.dat,Load_CISD_2030_CEC.dat,Load_DOPD_2030.dat,Load_EPE_2030.dat,Load_GCPD_2030.dat,Load_IID_2030.dat,Load_IPFE_2030.dat,Load_IPMV_2030.dat,Load_IPTV_2030.dat,Load_LDWP_2030.dat,Load_NEVP_2030.dat,Load_NWMT_2030.dat,Load_PACW_2030.dat,Load_PAID_2030.dat,Load_PAUT_2030.dat,Load_PAWY_2030.dat,Load_PGE_2030.dat,Load_PNM_2030.dat,Load_PSCO_2030.dat,Load_PSEI_2030.dat,Load_SCL_2030.dat,Load_SPPC_2030.dat,Load_SRP_2030.dat,Load_TEPC_2030.dat,Load_TH_Malin_2030.dat,Load_TH_Mead_2030.dat,Load_TH_PV_2030.dat,Load_TIDC_2030.dat,Load_TPWR_2030.dat,Load_VEA_2030.dat,Load_WACM_2030.dat,Load_WALC_2030.dat,Load_WAUW_2030.dat
10,11937.0,2025.62,3091.99,1978.57,10039.0,8416.83,1865.0,362.28,5160.968106036612,6729.754267043579,11617.332333857665,2577.9723189120036,305.78,734.09,687.13,405.92,246.47058815817496,521.7476279391663,1080.951783902659,3508.38,2672.267448008541,1165.19,2721.89,688.4542920029996,3958.7697164827173,1076.4759915142831,2571.88,1615.56,4840.72,4785.13,1512.22,1247.1325519914592,2692.84,1614.29,0.0,0.0,0.0,277.07,841.17,79.28297415014332,3574.88,1061.29,106.43
11,11971.0,1992.22,3096.64,1886.8,10062.0,8287.81,1893.0,369.98,5011.028620314261,6534.237481605969,11279.818751170182,2503.0755484297374,309.88,724.97,694.16,387.69,251.16496137152524,531.6850330755341,1101.5400055529408,3324.13,2618.9230062235256,1142.57,2616.7,689.6607138190958,3965.706917988093,1078.3623681928107,2476.61,1630.55,4699.84,4614.37,1441.71,1222.2369937764743,2721.67,1673.28,0.0,0.0,0.0,271.88,803.8,76.97959847984878,3554.87,1071.24,104.71
12,11985.0,2003.11,3228.67,1854.28,10176.0,8389.09,1905.0,384.09,4946.358008235666,6449.908859795811,11134.245289502735,2470.771716210602,318.23,736.32,703.88,377.82,257.1815430538259,544.4213893462793,1127.9270675998948,3211.42,2611.232243144091,1146.36,2655.9,699.4071106045674,4021.7509297508686,1093.6019596445644,2434.65,1661.43,4805.5,4574.04,1429.54,1218.647756855909,2836.34,1724.92,0.0,0.0,0.0,266.22,796.57,75.9861262551892,3607.61,1078.16,105.73
13,11992.0,2048.85,3378.79,1871.66,10155.0,8657.86,1907.0,399.43,4941.296709837103,6443.30907196634,11122.85231354767,2468.2435302382864,326.21,753.94,712.62,378.67,266.51297600858607,564.1748741162145,1168.8521498751995,3173.07,2621.6434091213046,1177.14,2761.43,712.0631129465062,4094.525839261903,1113.3910477915904,2477.47,1694.87,5056.73,4705.9,1478.83,1223.5065908786955,2918.07,1769.66,0.0,0.0,0.0,263.71,817.4,75.90837441060212,3682.21,1085.7,108.16
14,11996.0,2120.49,3560.22,1907.69,10207.0,8975.74,1922.0,410.56,5056.041827934528,6592.933412259266,11381.143421579578,2525.560245263022,334.67,774.87,721.83,400.62,276.864055615309,586.0868242266724,1214.2491201580185,3306.95,2657.520000720582,1212.5,2868.64,726.3765921205295,4176.831619834163,1135.7717880453072,2606.72,1725.97,5237.36,4896.66,1551.54,1240.2499992794178,3007.06,1809.85,0.0,0.0,0.0,264.33,848.98,77.67109296360624,3694.25,1099.06,109.13
15,11982.0,2199.42,3681.52,1964.83,10144.0,9376.63,1918.0,415.95,5153.171023975225,6719.587095847202,11599.78111252081,2574.077572556367,345.1,799.76,731.07,407.78,287.4977039674125,608.5969372811709,1260.8853587514168,3297.51,2676.590093214535,1254.89,2979.72,740.5240830486692,4258.182930009871,1157.8929869414603,2763.26,1779.18,5334.78,5103.03,1597.03,1249.1499067854647,3090.36,1840.79,0.0,0.0,0.0,267.31,877.72,79.16319510039557,3725.48,1110.48,112.78
16,12042.0,2261.17,3927.18,2064.6,10127.0,9846.6,1900.0,428.08,5326.061900253178,6945.031835760154,11988.958244784722,2660.4388683597017,357.79,854.82,743.37,453.23,296.85579435098214,628.406852517525,1301.927353131493,3501.68,2724.3641862088602,1297.3,3085.4,745.4363728761238,4286.4297205860985,1165.5739065377777,2948.85,1879.77,5638.98,5343.57,1676.63,1271.4458137911395,3226.38,1883.18,0.0,0.0,0.0,278.5,915.36,81.8191508422471,3760.12,1124.9,115.55
17,12330.0,2339.77,3932.66,2207.71,10275.0,10372.58,1896.0,443.81,5659.456687125928,7379.769067897401,12739.429466055413,2826.974005599207,366.97,867.88,751.03,478.94,307.03759928476484,649.9604691662229,1346.5819315490123,3800.58,2741.6684031375885,1355.73,3209.29,776.8574666965449,4467.108200072581,1214.7043332308742,3113.87,1916.47,5816.36,5582.47,1759.64,1279.5215968624116,3281.87,1866.09,0.0,0.0,0.0,298.4,947.25,86.94077332205036,3860.06,1122.12,122.75
18,12675.0,2433.14,3688.45,2362.45,10848.0,10693.24,1920.0,456.36,5621.8618517882005,7330.746481759554,12654.80354177501,2808.1948845421803,384.14,884.09,766.89,505.83,309.0968856602976,654.3197226970829,1355.61339164262,3948.49,2730.4390708753285,1387.64,3524.18,784.2571745855021,4509.658213692795,1226.2746117217034,3372.84,1916.07,5841.67,5876.17,1875.79,1274.280929124671,3220.01,1792.66,0.0,0.0,0.0,306.8,998.17,86.36324013505516,3877.1,1095.52,123.49
19,12543.0,2447.12,3426.09,2352.69,11268.0,10539.42,2050.0,442.87,5515.014410537169,7191.420485375123,12414.290093807045,2754.823164308228,377.16,899.54,761.26,520.07,297.5408902713859,629.8571155044906,1304.9319942241236,3941.72,2740.1138871960006,1381.77,3491.58,787.4650778592096,4528.104391573989,1231.2905305668012,3432.71,1913.36,5890.34,5943.55,1884.09,1278.7961128039992,3154.45,1731.35,0.0,0.0,0.0,305.53,987.73,84.72184597243556,3888.66,1069.09,123.8
20,12457.0,2439.97,3245.52,2338.95,11050.0,10198.21,2081.0,423.27,5502.694508044019,7175.35568616122,12386.558009701306,2748.6692088978302,362.34,905.57,754.89,547.83,289.59431074327847,613.0351934650172,1270.0804957917044,4033.92,2758.1817259907716,1364.65,3415.51,787.2858586661904,4527.073840203799,1231.010301130011,3419.12,1900.57,5979.09,5830.3,1860.77,1287.228274009228,3069.79,1702.45,0.0,0.0,0.0,309.82,951.0,84.53258719562695,3921.93,1047.93,123.26
21,12353.0,2411.14,3182.67,2319.6,10655.0,9927.76,2061.0,412.24,5497.307755929258,7168.331516027826,12374.432437864487,2745.9784544588615,350.98,901.07,738.92,560.59,283.2285167435735,599.5595980841844,1242.1618851722421,4102.4,2773.276893949875,1354.44,3342.75,786.3308248456715,4521.582177197549,1229.5169979567797,3399.46,1883.12,5974.16,5712.63,1844.33,1294.273106050125,3013.41,1685.99,0.0,0.0,0.0,308.54,930.99,84.44983571956799,3907.51,1027.73,124.25
22,12101.0,2377.04,3183.66,2319.23,10183.0,9732.13,2033.0,409.73,5539.3820178699225,7223.195145876014,12469.141545462875,2766.9951087750965,345.08,902.42,724.97,571.91,278.16893675553325,588.8490955578775,1219.971967686589,4199.45,2776.651829875691,1351.94,3291.28,785.2398731136682,4515.30895509847,1227.811171787862,3403.66,1870.02,6018.97,5635.7,1834.11,1295.8481701243093,2936.36,1681.06,0.0,0.0,0.0,299.51,925.41,85.09618201609446,3934.57,1006.67,125.45
23,11774.0,2333.56,3259.84,2347.61,9624.0,9600.55,1973.0,411.96,5655.129138923883,7374.126069262226,12729.688160815582,2824.812337624437,340.47,906.03,711.61,606.88,278.0862987262239,588.674161111979,1219.6095401617972,4403.97,2775.833663590645,1357.82,3262.63,784.373847482971,4510.32910955124,1226.4570429657883,3447.65,1891.0,6074.71,5560.82,1820.82,1295.4663364093556,2879.0,1722.5,0.0,0.0,0.0,303.19,927.08,86.87429337387265,3995.31,1002.97,128.72
24,11415.0,2304.36,3428.45,2379.28,8786.0,9652.98,1888.0,415.95,5874.546089490728,7660.239474538218,13223.595424345294,2934.4140273151343,346.09,903.53,692.53,663.77,281.6570613152544,596.2330220887903,1235.2699165959552,4805.08,2805.512645580697,1364.8,3242.52,780.4117802225313,4487.5463161726675,1220.2619036048015,3503.06,1904.6,6118.38,5548.85,1814.06,1309.317354419303,2844.17,1797.77,0.0,0.0,0.0,310.49,940.48,90.24498431062672,3837.45,1021.75,127.52
25,11167.0,2395.98,3600.49,2499.1,7956.0,9510.3,1795.0,402.87,6218.262690283852,8108.436055744688,13997.301035005248,3106.1050481061307,360.8,898.53,794.06,589.23,299.373588502038,633.7367100707897,1312.9697014271721,4776.88,2925.496731282729,1429.29,3352.63,876.3325385158786,5039.112625693339,1370.2448357907817,3565.59,2099.35,6748.84,5586.57,1853.21,1365.3132687172713,2957.39,1854.95,0.0,0.0,0.0,325.08,937.28,95.52517086008088,4199.64,987.54,135.12
26,11063.0,2459.34,3894.21,2743.12,7339.0,9985.82,1725.0,422.17,6718.199047298556,8760.338714847472,15122.657108883053,3355.8299181540824,370.34,939.63,808.86,657.37,306.58975448076546,649.0124373303854,1344.617808188849,5155.8,3173.0329408234697,1459.15,3451.45,882.5546921097629,5074.891432659751,1379.9738752304859,3698.04,2193.57,6849.62,5868.37,1947.34,1480.8370591765301,3259.49,1956.26,0.0,0.0,0.0,364.53,980.59,103.20521081683864,4194.25,1042.11,135.74
27,10984.0,2517.3,3960.71,2774.82,7035.0,10207.34,1697.0,423.99,6853.3905485602445,8936.624551882525,15426.97299818939,3423.3598739383738,373.68,981.04,817.93,653.38,310.652346631331,657.6124404126255,1362.4352129560434,5068.85,3255.497284303756,1466.0,3501.84,881.941257288019,5071.364042063798,1379.0147006481836,3709.38,2259.75,6926.92,5991.54,1963.63,1519.322715696244,3344.73,1965.62,0.0,0.0,0.0,368.38,991.52,105.28202742946458,4187.62,1041.24,131.73
28,10985.0,2560.16,4019.93,2785.56,6917.0,10344.38,1668.0,418.0,6961.111783728098,9077.089950452637,15669.453355100497,3477.168065873704,375.78,1009.36,820.01,640.67,315.25475171528853,667.3551604398482,1382.6200878448633,4966.87,3332.145829107838,1455.91,3535.08,880.4702165292098,5062.905221085657,1376.7145623851336,3700.22,2284.98,6805.26,6053.74,1960.3,1555.0941708921616,3421.4,1958.73,0.0,0.0,0.0,371.13,991.89,106.93684484506632,4108.2,1038.23,130.17
29,11011.0,2513.53,3977.85,2806.46,6779.0,10190.24,1657.0,405.37,7073.391343369482,9223.499273291613,15922.194494331223,3533.253201605613,371.95,988.32,816.53,635.28,310.64568227412866,657.5983327960207,1362.4059849298508,4901.24,3342.134275837778,1415.63,3469.67,868.9917684823438,4996.901518228424,1358.7667132892325,3702.09,2204.88,6496.84,5990.05,1938.71,1559.7557241622224,3468.75,1893.37,0.0,0.0,0.0,373.82,976.75,108.66168740207128,4009.74,1039.64,126.52
30,11180.0,2409.1,3774.06,2694.67,6889.0,9884.94,1669.0,397.2,6971.5657515817165,9090.72162445739,15692.985222817502,3482.389962075291,362.57,959.35,807.99,602.08,294.87648026187793,624.2168903859218,1293.2466293522004,4811.6,3256.833622569331,1345.92,3334.96,835.5800185246952,4804.776310435463,1306.523671039842,3484.84,2103.09,6136.71,5700.48,1842.88,1519.9463774306685,3330.01,1819.34,0.0,0.0,0.0,360.39,932.79,107.09743906810276,3939.79,1039.99,122.32
31,11556.0,2304.38,3618.42,2520.23,7271.0,9386.84,1713.0,387.32,6584.1515651604695,8585.54464591105,14820.916405100459,3288.871415161662,353.38,900.94,798.98,549.41,276.6854508422855,585.708740101666,1213.4658090560488,4568.42,3110.1977701319183,1265.05,3197.39,796.7339577344217,4581.402571833639,1245.7834704319391,3245.43,1970.34,5732.51,5372.37,1743.43,1451.5122298680817,3199.81,1757.11,0.0,0.0,0.0,343.71,888.93,101.14596866635627,3802.33,1036.92,112.26
32,12087.0,2191.82,3453.99,2288.24,8097.0,8809.93,1808.0,373.23,6089.669023450531,7940.7536054164075,13707.836862210868,3041.8707985094443,344.34,845.83,788.12,446.86,262.3770759287945,555.4196872513224,1150.713236819883,4034.1,2928.551218746901,1195.45,3044.15,762.0917296931575,4382.201833492323,1191.616436814519,2961.18,1861.81,5415.68,4999.72,1610.23,1366.7387812530985,3068.99,1686.0,0.0,0.0,0.0,321.95,832.8,93.54971041274867,3712.49,1023.96,107.4
33,12233.0,2095.34,3335.47,2111.97,9113.0,8322.55,1850.0,367.34,5688.676513500171,7417.8708827476685,12805.203256311966,2841.5696981143583,337.32,793.31,780.93,392.99,252.02599632207156,533.5077371408645,1105.316266537064,3659.36,2792.1151726630646,1136.5,2900.65,740.6299306257544,4258.7915777989765,1158.058491575269,2719.43,1795.66,5196.53,4677.19,1505.35,1303.0648273369352,2978.97,1650.96,0.0,0.0,0.0,305.75,787.6,87.3896493258356,3663.92,1016.75,103.68
34,12174.0,2010.34,3323.19,1985.14,9397.0,7998.9,1880.0,369.9,5352.942404764328,6980.083242050111,12049.466224642714,2673.866038441819,332.46,773.52,779.0,363.9,248.6311727631837,526.3213172424179,1090.4275099943986,3401.2,2704.414564958483,1097.07,2768.79,730.2255949236281,4198.964266710737,1141.7901383656344,2516.64,1775.4,5049.3,4377.62,1409.79,1262.1354350415172,2895.98,1673.4,0.0,0.0,0.0,295.42,746.26,82.23209010102835,3631.7,1022.37,100.56
35,12250.0,1960.97,3409.07,1910.21,9399.0,7868.77,1906.0,379.82,5111.885740740494,6665.752271584281,11506.8479949388,2553.4550236138375,331.27,789.4,780.18,349.1,252.00333750758352,533.4597712444084,1105.216891248008,3245.25,2676.1878281243876,1091.9,2737.57,735.6250241683501,4230.012220407281,1150.2327554243686,2418.4,1801.69,5034.02,4227.6,1324.24,1248.9621718756125,2961.58,1738.14,0.0,0.0,0.0,288.67,734.52,78.52896912258883,3638.08,1028.86,100.0
36,12276.0,1977.01,3585.99,1898.52,9480.0,7982.47,1927.0,388.53,5056.239072611011,6593.190613655583,11381.587419083671,2525.658771606448,337.44,819.37,784.51,348.62,260.0885356655002,550.5751317092601,1140.6763326252396,3242.23,2699.7032907670914,1119.52,2844.87,749.5957015302224,4310.346812117096,1172.0774863526815,2383.19,1843.22,5184.07,4270.94,1336.33,1259.9367092329085,3115.92,1799.31,0.0,0.0,0.0,290.5,762.45,77.67412304328617,3685.84,1038.46,101.02
37,12254.0,2038.89,3791.14,1981.17,9427.0,8383.76,1911.0,399.35,5152.214387294281,6718.33966907507,11597.627724625952,2573.5997197907504,344.95,850.72,795.95,365.17,271.8151385987926,575.3988938869333,1192.1059675142742,3348.49,2754.309072241553,1164.94,2959.01,768.0805374921039,4416.638848741843,1200.980613766053,2544.87,1907.8,5386.8,4516.52,1424.21,1285.420927758447,3274.41,1861.18,0.0,0.0,0.0,296.15,796.08,79.1484992139479,3761.5,1055.09,105.06
38,12260.0,2122.25,4063.21,2102.37,9370.0,8832.18,1888.0,412.47,5305.52872943126,6918.257170403646,11942.738104608488,2650.1822760090377,352.78,882.03,807.29,406.59,285.91958418189097,605.256253669172,1253.9641621489368,3574.24,2834.462095966583,1218.37,3077.47,789.9428734137044,4542.352283000784,1235.1648435855118,2758.36,1979.84,5626.19,4796.94,1528.3,1322.8279040334166,3446.14,1937.55,0.0,0.0,0.0,307.07,832.65,81.50371954756609,3808.97,1080.89,109.26
39,12257.0,2213.23,4277.33,2231.97,9264.0,9303.43,1911.0,426.92,5487.672353483047,7155.767227817785,12352.743159789472,2741.1654425824936,362.32,918.09,819.95,457.39,303.4041917380321,642.2689965933272,1330.646811668641,3778.04,2905.0153019470713,1282.44,3196.58,815.1021207988342,4687.02371259994,1274.504166601226,2987.49,2078.54,5892.35,5136.89,1627.12,1355.754698052929,3620.43,2002.8,0.0,0.0,0.0,318.87,874.4,84.30181632720327,3931.19,1105.79,117.85
40,12251.0,2292.74,4436.13,2391.07,9218.0,9797.1,1912.0,441.44,5747.731569639287,7494.876980804709,12938.136109037847,2871.0684853361518,372.58,982.49,829.95,555.43,314.738930467825,666.2632309146426,1380.3578386175327,4178.36,3007.579263829993,1323.72,3324.49,826.6118419934753,4753.207243213045,1292.5009147934793,3236.36,2186.79,6304.64,5490.87,1741.28,1403.6207361700067,3743.03,2064.64,0.0,0.0,0.0,336.48,922.21,88.2968551820075,4035.25,1128.98,118.48
41,12480.0,2387.3,4297.93,2557.4,9392.0,10268.13,1909.0,451.53,6307.908423298771,8225.331518356392,14199.093460641136,3150.884285929887,376.86,1003.06,834.02,557.62,324.03437589369236,685.9405345549121,1421.1250895513956,4525.5,3044.608106280711,1366.42,3450.4,853.3672227285151,4907.056804813831,1334.3359724576542,3420.3,2175.28,6345.84,5729.12,1825.33,1420.9018937192889,3660.79,1968.52,0.0,0.0,0.0,359.59,954.67,96.90231177381354,4084.43,1104.12,119.94
42,12763.0,2450.83,3863.61,2577.51,10003.0,10446.96,1908.0,445.0,6300.446657187405,8215.601589533753,14182.297035061245,3147.1570343580756,378.24,1002.66,836.76,531.51,317.86184825285613,672.8740600556164,1394.0540916915274,4471.73,3005.5338481173776,1336.42,3694.03,845.9073741707595,4864.16096858617,1322.6716572430698,3593.26,2123.93,6216.75,5861.0,1928.48,1402.6661518826224,3417.77,1839.32,0.0,0.0,0.0,361.97,987.88,96.78768385952169,4030.37,1049.83,115.7
43,12644.0,2402.65,3515.47,2486.16,10375.0,9934.62,2042.0,414.2,6146.179623263011,8014.44180546097,13835.04214713393,3070.0985959010395,366.06,1001.35,828.66,499.55,304.08262330123347,643.7051519636881,1333.6222247350784,4343.45,2941.7714223027738,1312.27,3544.17,840.7761723088785,4834.655383718838,1314.6484439722838,3543.62,2086.17,6136.61,5687.01,1889.41,1372.9085776972265,3202.81,1743.02,0.0,0.0,0.0,353.27,950.7,94.41782824104942,3986.93,1003.08,112.96
44,12531.0,2331.34,3324.52,2418.0,10135.0,9488.1,2086.0,395.14,6070.031343459848,7915.146634399177,13663.632470703225,3032.0615157579355,348.49,997.04,813.26,494.74,291.14310735710956,616.313803563955,1276.8730890789354,4321.97,2902.4721684110523,1292.08,3404.82,835.091676294052,4801.968230862997,1305.7600928429504,3488.83,2051.91,6070.12,5526.33,1865.16,1354.5678315889477,3086.97,1716.45,0.0,0.0,0.0,346.12,923.29,93.24803567981455,3946.72,974.23,109.99
45,12437.0,2274.48,3227.91,2370.9,9763.0,9118.61,2064.0,380.08,6058.04281202319,7899.513933531084,13636.646302404364,3026.073084604493,334.96,993.99,792.82,506.93,282.5887384521459,598.2052668901308,1239.3559946577234,4361.39,2877.9749062262927,1277.71,3304.76,830.762750953942,4777.075919579001,1298.9913294670573,3432.98,2023.33,6019.52,5376.91,1841.65,1343.1350937737072,3038.51,1717.2,0.0,0.0,0.0,339.71,901.23,93.06386743686824,3905.35,962.71,108.73
46,12188.0,2228.36,3239.26,2346.49,9526.0,8847.75,2047.0,370.96,6056.516138227209,7897.523194723597,13633.209761722672,3025.3104907063744,327.55,997.19,777.13,508.96,281.6463983437306,596.2104499022228,1235.2231517540467,4376.55,2861.168407120968,1275.2,3227.51,833.2092733606617,4791.143983249923,1302.8167433894155,3357.6,2018.64,6036.95,5232.0,1814.22,1335.2915928790321,3014.4,1740.99,0.0,0.0,0.0,334.51,888.18,93.04041462014555,3913.62,966.08,113.39
47,11813.0,2199.96,3343.83,2345.37,9130.0,8766.27,1985.0,372.13,6118.99733439684,7978.996881034648,13773.854851094673,3056.5206805134803,328.08,1006.05,767.1,548.65,286.93123360521093,607.3977898697692,1258.4009765250198,4538.58,2867.7819179250914,1281.54,3199.15,838.3717483703177,4820.829395873128,1310.8888557565542,3347.85,2037.15,6084.25,5147.56,1807.65,1338.3780820749084,2993.73,1802.5,0.0,0.0,0.0,335.54,891.13,94.00025296035787,3981.6,983.09,118.56
48,11470.0,2232.76,3544.92,2424.07,8359.0,8959.26,1879.0,382.6,6306.3837219495545,8223.343351562868,14195.661359934487,3150.122677295203,336.61,1013.72,763.15,611.66,293.09309827452336,620.4416921824975,1285.4252095429792,4957.95,2957.89611617056,1302.38,3256.81,848.9035822902965,4881.389850889153,1327.3565668205497,3411.43,2069.76,6240.71,5168.74,1846.0,1380.43388382944,3051.54,1905.24,0.0,0.0,0.0,347.78,912.64,96.87888925788766,3886.87,1017.49,119.73
49,11231.0,2258.41,3602.83,2418.84,7773.0,8925.98,1580.0,373.94,6131.816265921493,7995.712399781231,13802.710248885773,3062.9239075727464,341.32,973.41,770.07,567.98,297.5168985854574,629.8063280847136,1304.8267733298292,4676.3,2914.144674077712,1337.38,3264.8,866.3876775233724,4981.927399325991,1354.6949231506362,3397.23,2140.33,6596.68,5223.6,1729.39,1360.0153259222877,2873.25,1796.13,0.0,0.0,0.0,319.38,878.39,94.19717783875672,4168.78,983.41,129.35
50,11076.0,2329.48,3958.25,2698.71,7560.0,9446.2,1575.0,401.12,6676.533081838212,8706.007491889659,15028.867076118138,3335.0172133687392,347.57,1023.42,784.58,664.86,309.40744470592807,654.977137630863,1356.975417663209,5147.79,3192.68256776933,1368.72,3380.68,876.6572981273902,5040.980067773551,1370.7526340990594,3606.06,2249.23,6707.47,5596.52,1843.97,1490.0074322306693,3262.4,1970.31,0.0,0.0,0.0,365.12,933.99,102.5651367852496,4158.19,1056.93,125.82
