Index,Load_AESO_2030.dat,Load_AVA_2030.dat,Load_AZPS_2030.dat,Load_BANC_2030.dat,Load_BCHA_2030.dat,Load_BPAT_2030.dat,Load_CFE_2030.dat,Load_CHPD_2030.dat,Load_CIPB_2030_CEC.dat,Load_CIPV_2030_CEC.dat,Load_CISC_2030_CEC.dat,Load_CISD_2030_CEC.dat,Load_DOPD_2030.dat,Load_EPE_2030.dat,Load_GCPD_2030.dat,Load_IID_2030.dat,Load_IPFE_2030.dat,Load_IPMV_2030.dat,Load_IPTV_2030.dat,Load_LDWP_2030.dat,Load_NEVP_2030.dat,Load_NWMT_2030.dat,Load_PACW_2030.dat,Load_PAID_2030.dat,Load_PAUT_2030.dat,Load_PAWY_2030.dat,Load_PGE_2030.dat,Load_PNM_2030.dat,Load_PSCO_2030.dat,Load_PSEI_2030.dat,Load_SCL_2030.dat,Load_SPPC_2030.dat,Load_SRP_2030.dat,Load_TEPC_2030.dat,Load_TH_Malin_2030.dat,Load_TH_Mead_2030.dat,Load_TH_PV_2030.dat,Load_TIDC_2030.dat,Load_TPWR_2030.dat,Load_VEA_2030.dat,Load_WACM_2030.dat,Load_WALC_2030.dat,Load_WAUW_2030.dat
Year,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030,2030
1,10961.0,2747.07,5016.49,3173.77,8020.0,11488.07,1775.0,500.98,8519.689906130425,11109.43108379337,19177.81063307885,4255.6986000413835,386.62,1194.19,831.72,1430.76,423.1307017500711,895.7151504205228,1855.734147829406,8219.67,4302.3615001775515,1953.52,3609.84,1195.6758813953454,6875.409921877646,1869.5741967270076,4415.35,3184.06,8375.32,7311.6,2369.67,2007.8884998224487,3415.14,2398.52,0.0,0.0,0.0,408.63,1213.33,130.87977695597556,6219.27,1469.15,195.42
2,10826.0,2819.11,5412.32,3537.87,7440.0,11874.72,1707.0,493.33,9003.020233831994,11739.6799573403,20265.78655708694,4497.128537236286,388.32,1265.18,846.74,1554.95,427.0600067565892,904.0330011706683,1872.9669920727424,8739.68,4629.014389482265,1993.91,3713.6,1228.969755642149,7066.857317360012,1921.6329269978382,4539.38,3328.68,8646.93,7411.65,2416.09,2160.335610517736,3592.87,2405.74,0.0,0.0,0.0,466.0,1231.92,138.30471450447976,6261.15,1481.15,191.46
3,10744.0,2860.93,5398.58,3549.14,7173.0,12173.73,1665.0,484.3,9173.429772079786,11961.889103687594,20649.378200749346,4582.250371639319,367.58,1308.42,839.16,1531.14,426.4135641079592,902.6645623600101,1870.1318735320308,8638.69,4671.327222523906,2005.77,3813.1,1238.0882838453651,7119.290941101047,1935.8907750535886,4571.27,3394.8,8845.9,7541.8,2422.51,2180.082777476094,3546.32,2343.76,0.0,0.0,0.0,473.01,1242.88,140.92255184395773,6311.84,1462.45,186.26
4,10738.0,2853.01,5402.5,3585.7,7027.0,12179.33,1639.0,476.04,9302.842004320513,12130.638939810586,20940.684963185715,4646.893505561225,356.16,1276.83,828.37,1481.37,424.5648714200214,898.7511095138595,1862.0240190661193,8478.13,4596.110468718654,1993.96,3898.34,1247.0504463097052,7170.82542606272,1949.9041276275757,4522.44,3354.46,8973.93,7521.52,2415.91,2144.9795312813453,3492.6,2287.72,0.0,0.0,0.0,477.05,1244.84,142.91058712196167,6321.77,1440.66,182.68
5,10778.0,2759.97,5374.55,3642.49,7019.0,12082.44,1628.0,467.56,9442.964622494286,12313.354811753543,21256.100790094417,4716.886619931171,347.32,1242.92,817.16,1429.17,419.39333023098135,887.8035990285933,1839.3430707404254,8364.95,4527.343592460517,1969.87,3849.11,1236.4801223616953,7110.043644577928,1933.3762330603768,4361.93,3254.83,8684.32,7463.67,2408.46,2112.886407539482,3428.6,2224.05,0.0,0.0,0.0,478.6,1231.62,145.06315572658596,6184.08,1425.77,179.17
6,10930.0,2646.32,5109.12,3505.5,7137.0,11768.92,1660.0,459.67,9210.5709446616,12010.320126613915,20732.98293077033,4600.802882106465,342.76,1187.75,807.32,1365.73,404.8636986583717,857.0461733069732,1775.6201280346554,8046.87,4414.436645124136,1895.16,3733.05,1198.4435549734485,6891.324678272334,1873.901766754218,4169.26,3117.49,8362.09,7210.78,2319.17,2060.193354875864,3300.58,2141.57,0.0,0.0,0.0,460.8,1190.76,141.4931158476891,6119.19,1412.47,176.21
7,11282.0,2552.82,4934.61,3375.48,7562.0,11389.29,1697.0,455.37,8852.542270142843,11543.461012090747,19927.06086121328,4421.962789836467,326.09,1130.75,796.68,1319.72,377.4452002563761,799.0046170718158,1655.3701826718084,7931.2,4262.925885238323,1785.77,3643.56,1149.9725815486763,6612.6054895747775,1798.111928876547,4046.92,2928.77,7921.49,6880.09,2247.51,1989.4841147616776,3193.27,2070.05,0.0,0.0,0.0,445.1,1150.53,135.993066716659,5854.01,1409.78,165.35
8,11785.0,2435.17,4594.34,3184.55,8548.0,10940.59,1772.0,446.14,8283.090971795113,10800.912864884282,18645.22674696747,4137.514280574833,329.97,1081.43,795.18,1179.97,357.1975502041319,756.1428563033419,1566.569593492526,7279.14,4006.4784812429525,1704.71,3517.64,1105.8894713194368,6359.117518316515,1729.183010364049,3799.8,2758.53,7488.61,6479.11,2109.57,1869.8015187570472,3074.91,1950.48,0.0,0.0,0.0,419.66,1094.1,127.24513577830253,5586.68,1392.56,158.35
9,11994.0,2316.19,4341.31,3002.01,9676.0,10506.9,1815.0,435.24,7753.183286188765,10109.928453611268,17452.405252342513,3872.8183326432763,318.11,1040.12,784.39,1070.99,342.1920835272729,724.3781467561444,1500.7597697165827,6723.83,3816.486633750464,1662.5,3384.62,1065.898332195241,6129.159317268909,1666.6523505358487,3560.11,2625.29,7082.27,6119.02,1969.51,1781.133366249536,2968.4,1824.72,0.0,0.0,0.0,394.21,1053.42,119.10467521417898,5431.5,1378.58,154.66
