BA,Month,Hour,Total_Load_MWh,Transportation_Load_MWh,Non-Transportation_Load_MWh
AVA,1,0,2326.9532258064514,174.49419354838707,2152.4590322580643
AVA,1,1,2408.028064516129,192.38354838709677,2215.644516129032
AVA,1,2,2442.8870967741937,184.3248387096774,2258.562258064516
AVA,1,3,2457.5364516129034,165.8035483870968,2291.7329032258062
AVA,1,4,2430.6090322580644,154.57967741935488,2276.02935483871
AVA,1,5,2325.1122580645165,144.1474193548387,2180.964838709677
AVA,1,6,2215.9112903225805,138.82516129032257,2077.086129032258
AVA,1,7,2086.976129032258,116.02806451612904,1970.9480645161289
AVA,1,8,1974.9774193548387,99.99129032258064,1874.9861290322583
AVA,1,9,1903.2677419354836,91.87967741935483,1811.388064516129
AVA,1,10,1866.6722580645162,85.91548387096775,1780.7567741935486
AVA,1,11,1867.0912903225808,81.7258064516129,1785.3654838709679
AVA,1,12,1925.0354838709677,82.53419354838711,1842.5012903225806
AVA,1,13,2012.2451612903224,94.04,1918.2051612903226
AVA,1,14,2103.6280645161287,102.28096774193548,2001.347096774194
AVA,1,15,2219.352258064516,133.96870967741935,2085.3835483870967
AVA,1,16,2341.200967741935,135.75967741935486,2205.4412903225807
AVA,1,17,2408.0225806451617,131.52548387096775,2276.4970967741933
AVA,1,18,2385.9706451612906,122.06774193548384,2263.9029032258068
AVA,1,19,2355.725161290323,122.79,2232.9351612903224
AVA,1,20,2323.9083870967743,125.34225806451612,2198.566129032258
AVA,1,21,2294.534516129032,127.28709677419356,2167.2474193548387
AVA,1,22,2283.628064516129,143.5264516129033,2140.1016129032255
AVA,1,23,2304.075483870967,174.78225806451613,2129.2932258064516
AVA,2,0,2182.2935714285713,185.46000000000004,1996.8335714285713
AVA,2,1,2269.369642857143,195.18285714285716,2074.1867857142856
AVA,2,2,2309.5474999999997,180.59035714285716,2128.9571428571426
AVA,2,3,2329.400357142857,158.74428571428575,2170.6560714285715
AVA,2,4,2317.4660714285715,148.8342857142857,2168.6317857142853
AVA,2,5,2217.963928571429,138.35857142857142,2079.605357142857
AVA,2,6,2110.4832142857144,124.98928571428571,1985.4939285714286
AVA,2,7,2003.3367857142857,108.52821428571426,1894.8085714285717
AVA,2,8,1901.6417857142856,96.08607142857143,1805.5557142857142
AVA,2,9,1833.47,88.30142857142857,1745.1685714285716
AVA,2,10,1796.0364285714284,82.72964285714286,1713.3067857142855
AVA,2,11,1798.840357142857,78.85214285714287,1719.9882142857143
AVA,2,12,1849.659285714286,79.43928571428572,1770.22
AVA,2,13,1937.5732142857146,91.09107142857144,1846.4821428571427
AVA,2,14,2040.635,107.52642857142858,1933.1085714285716
AVA,2,15,2166.2996428571428,130.7625,2035.5371428571432
AVA,2,16,2311.3492857142855,130.0857142857143,2181.2635714285716
AVA,2,17,2318.7610714285715,127.95642857142856,2190.804642857143
AVA,2,18,2277.8625,116.56428571428572,2161.2982142857145
AVA,2,19,2247.0867857142857,119.96785714285713,2127.1189285714286
AVA,2,20,2219.3675,127.65428571428572,2091.7132142857145
AVA,2,21,2188.7317857142857,128.7007142857143,2060.031071428572
AVA,2,22,2172.4485714285715,140.22214285714284,2032.2264285714284
AVA,2,23,2165.254285714286,144.74785714285713,2020.5064285714286
AVA,3,0,2047.6929032258065,157.128064516129,1890.5648387096774
AVA,3,1,2091.303225806452,175.34419354838718,1915.9590322580643
