BA,Hour,Total_Load_MWh,Transportation_Load_MWh,Non-Transportation_Load_MWh
EPE,13,798.8587945205478,19.755205479452055,779.1035890410957
EPE,14,856.1555890410959,30.015917808219182,826.1396712328767
EPE,15,914.4453698630135,30.934849315068497,883.5105205479452
EPE,16,962.5511232876713,29.131698630136984,933.4194246575341
EPE,17,1008.5867671232878,26.916520547945208,981.6702465753424
EPE,18,1053.2652328767122,27.231342465753425,1026.033890410959
EPE,19,1092.7061643835616,28.010931506849314,1064.6952328767125
EPE,20,1123.9183287671233,28.028986301369862,1095.8893424657533
EPE,21,1153.3845205479452,31.59364383561644,1121.7908767123288
EPE,22,1177.6984657534247,36.37279452054794,1141.3256712328766
EPE,23,1194.029698630137,42.592164383561645,1151.4375342465753
GCPD,0,751.2556986301369,7.9414794520547956,743.314219178082
GCPD,1,753.5764931506849,8.983863013698631,744.5926301369863
GCPD,2,753.3628219178082,8.132273972602741,745.2305479452053
GCPD,3,748.7458082191781,6.945863013698631,741.7999452054794
GCPD,4,738.1041643835617,6.257315068493151,731.8468493150684
GCPD,5,725.529616438356,5.534657534246574,719.9949589041097
GCPD,6,713.7533698630136,4.9446301369863015,708.8087397260274
GCPD,7,702.8226575342467,3.896876712328767,698.9257808219178
GCPD,8,693.2475342465752,3.2757808219178077,689.9717534246574
GCPD,9,687.0091506849315,2.890191780821918,684.1189589041097
GCPD,10,686.0065753424658,2.631095890410959,683.3754794520547
GCPD,11,689.167506849315,2.514876712328767,686.6526301369863
GCPD,12,694.124109589041,2.55654794520548,691.5675616438356
GCPD,13,703.1971506849316,3.1449589041095884,700.052191780822
GCPD,14,716.8020547945206,3.9200821917808217,712.8819726027397
GCPD,15,731.2697808219177,5.457835616438356,725.8119452054794
GCPD,16,740.798602739726,5.148657534246576,735.6499452054794
GCPD,17,745.4902465753427,4.8094246575342465,740.6808219178082
GCPD,18,747.019506849315,4.420410958904109,742.5990958904109
GCPD,19,747.9706027397261,4.548630136986302,743.4219726027397
GCPD,20,748.2480273972603,4.9140273972602735,743.3340000000001
GCPD,21,746.8450410958905,4.897506849315068,741.9475342465754
GCPD,22,743.9345205479451,5.417095890410958,738.5174246575342
GCPD,23,739.3324383561644,6.435534246575343,732.8969041095891
IID,0,929.8133698630137,288.486,641.3273698630137
IID,1,967.4444109589042,325.49556164383563,641.9488493150685
IID,2,931.0174520547945,304.15295890410965,626.864493150685
IID,3,862.2945205479452,263.55345205479455,598.7410684931507
IID,4,808.5046849315067,233.86416438356164,574.6405205479451
IID,5,737.3148493150685,204.75682191780822,532.5580273972604
IID,6,662.1093698630137,174.90676712328766,487.20260273972605
IID,7,577.7433150684932,132.86761643835615,444.875698630137
IID,8,512.7364657534247,105.38671232876713,407.34975342465754
IID,9,466.5471506849316,87.97460273972602,378.5725479452055
IID,10,435.9404109589041,76.2003287671233,359.74008219178086
IID,11,420.4884383561644,70.06706849315069,350.4213698630137
IID,12,420.4243835616439,72.29969863013699,348.12468493150686
IID,13,445.6998082191781,95.37917808219179,350.3206301369863
IID,14,508.4437260273973,139.12580821917808,369.3179178082192
IID,15,603.2294246575342,203.46449315068492,399.76493150684934
IID,16,631.0322191780822,203.60706849315068,427.4251506849315
IID,17,647.5868767123287,189.92679452054793,457.6600821917808
IID,18,668.0594794520547,176.4501917808219,491.6092876712329
IID,19,706.4660821917809,180.12854794520547,526.3375342465753
IID,20,748.8252602739727,188.87632876712328,559.9489315068492
IID,21,778.6099178082192,187.23221917808218,591.3776986301369
